code,nom,dci,forme,dosage
6118001070626,UMATROPE,SOMATROPINE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,18 UI
6118010024948,PHARMAZINE,THIORIDAZINE,COMPRIME DRAGEIFIE,50 MG
6118001030279,NITRODERM TTS 5,TRINITRINE,DISPOSITIF TRANSDERMIQUE,5 MG
6118001150694,CICADERMA,SOUCHE HOMEOPATHIQUE,POMMADE,nan nan
6118000050025,AGIFENE,IBUPROFENE,GEL,5 %
6118001183678,DOCEWIN 80 MG/2 ML,DOCETAXEL,SOLUTION A DILUER POUR PERFUSION,80 MG
6118000032458,CRIZEPINE,CARBAMAZEPINE,COMPRIME SECABLE,200 MG
6118001200559,SEDONASE,STREPTOKINASE,SOLUTION INJECTABLE,1500000 UI
6118001220281,HIBOR 7500 UI ANTI XA,BEMIPARINE,SOLUTION INJECTABLE,7500 UI
6118000091264,GENTA,GENTAMICINE,SOLUTION INJECTABLE,80 MG
6118000080930,DRILL TOUX SÈCHE AD.,DEXTROMETHORPHANE,SIROP,15 MG
6118010117954,CEFTAJECT I.M 1G/10 ML,CEFTRIAXONE,POUDRE POUR PREPARATION INJECTABLE,1 G
6118010115790,DIVARIUS 20 MG,PAROXETINE,COMPRIME PELLICULE SECABLE,20 MG
6118010125690,AGLIM 2 MG,GLIMEPIRIDE,COMPRIME,2 MG
6118001181490,KETODERM,KETOCONAZOLE,GEL,2 %
6118010116322,MIDANIUM,MIDAZOLAM,SOLUTION INJECTABLE,5 MG/5ML
6118001230143,FOLINATE DE CALCIUM AGUETTANT 100 MG,FOLINATE DE CALCIUM,POUDRE POUR SOLUTION INJECTABLE,100 MG
6118010000706,VASCOR LM,TRIMETAZIDINE,COMPRIME ENROBE LM,35 MG
6118010121364,POLYGYNAX,SULFATE DE NEOMYCINE / SULFATE DE POLYMYXINE B / NYSTATINE,CAPSULE VAGINALE,35 000 / 35 000 / 100 000 UI / UI / UI
6118000080336,MAXIMAG,MAGNESIUM PIDOLATE,SOLUTION BUVABLE,1.5 G
6118000170587,BEROCCA ZINC,MULTIVITAMINES ET MINERAUX,COMPRIME EFFERVESCENT,nan nan
6118000041078,PREZAR,LOSARTAN,COMPRIME PELLICULE SECABLE,50 MG
6118001070114,AZOPT,BRINZOLAMIDE,COLLYRE,10 MG
6118001121038,ENDOXAN 1 G,CYCLOPHOSPHAMIDE,POUDRE POUR SOLUTION INJECTABLE IV,1 G
6118000011422,SENOPHILE,OXYDE DE ZINC / BENZOATE DE CHOLESTEROL,POMMADE,2.5 / 0.5 G / G
6118010120503,ARANESP 40 µG,DARBEPOETIN ALFA,SOLUTION INJECTABLE,40 µG
6118000010630,ERYFLUID,ERYTHROMYCINE,SOLUTION POUR APPLICATION LOCALE,4 %
6118001081189,KARDEGIC,ACIDE ACETYLSALICYLIQUE,POUDRE POUR SOLUTION BUVABLE,160 MG
6118000180333,DILRENE LP,DILTIAZEM,GELULE LP,300 MG
6118010016073,COLCHICINE,COLCHICINE,COMPRIME SECABLE,1 MG
6118000041108,DIPREZAR FORT,LOSARTAN / HYDROCHLOROTHIAZIDE,COMPRIME PELLICULE,100 / 25 MG / MG
6118010017490,DOGMATIL,SULPIRIDE,SOLUTION BUVABLE,0.5 G/100ML
6118000081135,BIGUAN 850,METFORMINE,COMPRIME,850 MG
6118001160501,ISENTRESS,RALTEGRAVIR,COMPRIME PELLICULE,400 MG
6118000140450,SULFAPRIM,SULFAMETHOXAZOLE / TRIMETHOPRIME,SUSPENSION BUVABLE,4 / 800 G / MG
6118000021216,KEFLIN,CEFALOTINE,POUDRE POUR SOLUTION INJECTABLE,1 G
6118000011064,MUCICLAR ADULTE,CARBOCYSTEINE,SIROP,5 %
6118000070580,LISASPIN,ACIDE ACETYLSALICYLIQUE,POUDRE POUR SOLUTION BUVABLE,250 MG
6118001230112,CARBOPLATINE AGUETTANT 50 MG,CARBOPLATINE,SOLUTION POUR PERFUSION,50 MG
6118000180258,ALGIPAN BAUME,CAPSICINE / HISTAMINE / MEPHENESINE,CREME,100 / 100 / 10 MG / MG / G
6118001120390,NOVOMIX 30 PENFILL,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118010020438,EFITAC,RANITIDINE,COMPRIME EFFERVESCENT,75 MG
6118001010189,CEPLATIN,CISPLATINE,SOLUTION POUR PERFUSION,50 MG
6118000250609,FASIGYNE,TINIDAZOLE,COMPRIME ENROBE,500 MG
6118000230281,HERPEVIR,ACICLOVIR,COMPRIME,200 MG
6118000032571,MICROZIDE,GLICLAZIDE,COMPRIME SECABLE,80 MG
6118010125737,AGLIM 4 MG,GLIMEPIRIDE,COMPRIME,4 MG
6118001181575,LEDERTREXATE 50 MG,METHOTREXATE,SOLUTION INJECTABLE,50 MG
6118001020386,MIDAZOLAM MYLAN,MIDAZOLAM,SOLUTION INJECTABLE,5 MG/5ML
6118000180456,SORBALCA,ACIDE ACETYLSALICYLIQUE / CYANOCOBALAMINE,COMPRIME EFFERVESCENT,300 / 500 MG / MG
6118000140252,EFDOL CAFEINE,PARACETAMOL / CAFEINE,COMPRIME,500 / 50 MG / MG
6118001100088,OEDES,OMEPRAZOLE,GELULE,20 MG
6118001021369,PACLITAXEL MYLAN PHARMA 300 MG/50 ML,PACLITAXEL,SOLUTION A DILUER POUR PERFUSION,300 MG
6118000032038,TETRACYCLINE LAPROPHAN,TETRACYCLINE,POMMADE,3 %
6118000340126,INIKAL 5 MG,AMLODIPINE,COMPRIME,5 MG
6118001070909,CYMBALTA,DULOXETINE,GELULE GASTRO-RESISTANTE,30 MG
6118000091066,CANAFLUCAN,FLUCONAZOLE,GELULE,150 MG
6118001230334,FLUMAX 2000 UI ANTI-XA/0.2ML,ENOXAPARINE,SOLUTION INJECTABLE,2000 UI ANTI-XA
6118000140726,RAZON,PANTOPRAZOLE,COMPRIME ENROBE GASTRO-RESISTANT,40 MG
6118000080756,PYRALVEX,RHUBARBE EXTRAIT SEC / ACIDE SALICYLIQUE,SOLUTION BUCCALE ET GINGIVALE,5 / 1 G / G
6118000020929,MEBEVERINE FORTE,MEBEVERINE,COMPRIME PELLICULE,135 MG
6118001100675,TIMABAK,TIMOLOL,COLLYRE,0.25 %
6118000170174,GLUCOR,ACARBOSE,COMPRIME SECABLE,100 MG
6118001071371,TRAMIUM 100 MG,TRAMADOL,GELULE LP,100 MG
6118000092230,DONTOGYL,SPIRAMYCINE / METRONIDAZOLE,COMPRIME PELLICULE,0.75 / 125 MUI / MG
6118000250777,MUCILAR ENFANTS ET NOURISSONS,CARBOCYSTEINE,SIROP,2 %
6118001120468,FRAGMIN,DALTEPARINE,SOLUTION INJECTABLE,2500 UI
6118000270041,BICARBONATE EM 39,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118000020165,ZYRTEC,CETIRIZINE,SOLUTION POUR GOUTTES BUVABLES,10 MG
6118000080190,ALLERGINE,LORATADINE,COMPRIME SECABLE,10 MG
6118000060178,SOLUPRED,PREDNISOLONE,COMPRIME EFFERVESCENT,5 MG
6118001121243,INSULINE INSULATARD HM PENFILL,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118001270422,PRAVASTATINE GT,PRAVASTATINE,COMPRIME,20 MG
6118000030362,MANNITOL 20% LAPROPHAN,MANNITOL,SOLUTION POUR PERFUSION,20 %
6118001150144,EULEXINE,FLUTAMIDE,COMPRIME,250 MG
6118001230150,BUPIVACAINE AGUETTANT 5MG/ML,BUPIVACAINE,SOLUTION INJECTABLE,0.5 %
6118010000010,SPASFON,PHLOROGLUCINOL,COMPRIME ENROBE,80 MG
6118010120947,SERTRALINE GT 100 MG,SERTRALINE,COMPRIME PELLICULE,100 MG
6118000120537,RHUMAGRIP,PARACETAMOL / PSEUDOEPHEDRINE,COMPRIME,500 / 30 MG / MG
6118000160885,STAPHYPEN,FLUCLOXACILLINE,GELULE,500 MG
6118010035432,ORACEFAL,CEFADROXIL,POUDRE POUR SUSPENSION BUVABLE,500 MG
6118010116636,APIDRA SOLOSTAR,INSULINE HUMAINE,SOLUTION INJECTABLE,100 UI
6118000230151,MYCODERME 1%,ECONAZOLE,CREME,1 %
6118001070428,MYDRIATICUM,TROPICAMIDE,COLLYRE,0.5 %
6118010023347,ALFAMOX,AMOXICILLINE,GELULE,500 MG
6118010033391,RINOCLENIL 50 MCG,BECLOMETASONE,SUSPENSION NASALE,50 µG
6118001020041,BUPIVACAINE MYLAN 20 MG/4 ML,BUPIVACAINE,SOLUTION INJECTABLE,0.5 %
6118010000683,ASPEGIC,ACIDE ACETYLSALICYLIQUE,POUDRE POUR SOLUTION BUVABLE,500 MG
6118000091981,ALFACEFAL 250 MG/5 ML,CEFACLOR,POUDRE POUR SUSPENSION BUVABLE,3 G
6118000270034,BICARBONATE EM 59,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118000180487,THEOPHYLLINE BRUNEAU ENFANT,THEOPHYLLINE,SUPPOSITOIRE,100 MG
6118010000911,IRINOTECAN COOPER,IRINOTECAN,SOLUTION A DILUER POUR PERFUSION,40 MG
6118010025150,RIBOMICIN,GENTAMICINE,COLLYRE,0.3 %
6118001030200,GLIVEC,IMATINIB,GELULE,100 MG
6118000240532,NEO-CODION NOURRISSONS,BENZOATE DE SODIUM / GRINDELIA,SIROP,1.482 / 0.6175 % / %
6118001000364,OLIPLAT,OXALIPLATINE,POUDRE POUR PERFUSION,50 MG
6118001121236,INSULINE ACTRAPID HM PENFILL,INSULINE HUMAINE,SOLUTION INJECTABLE,100 UI
6118010126253,MEZOR 40 MG,ESOMEPRAZOLE,GELULE GASTRO-RESISTANTE,40 MG
6118001040124,DIGOXINE NATIVELLE,DIGOXINE,SOLUTION BUVABLE,5 %
6118000260134,ACIDE SLF241,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118001110148,EXOSEPTOPLIX,CHLORHEXIDINE DIGLUCONATE,SOLUTION POUR APPLICATION LOCALE,125 MG
6118001150427,VIRAFERON PEG,INTERFERON ALFA-2B PEGYLE,POUDRE POUR SOLUTION INJECTABLE,150 µG
6118000310433,FONGICAN,FLUCONAZOLE,GELULE,150 MG
6118010020476,RETIMAX,PENTOXIFYLLINE,COMPRIME,400 MG
6118000100195,VASTAREL,TRIMETAZIDINE,COMPRIME PELLICULE,20 MG
6118001020034,BUPIVACAINE MYLAN RACHIANESTHESIE 20 MG/4 ML,BUPIVACAINE,SOLUTION INJECTABLE,0.5 %
6118010116476,NO-SPA,DROTAVERINE,COMPRIME,80 MG
6118000120292,BIOSULIN N,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118001182381,TICLID,TICLOPIDINE,COMPRIME PELLICULE,250 MG
6118010116155,SOMATULINE LP 60MG,LANREOTIDE,SOLUTION INJECTABLE LP,60 MG
6118001181094,EPREX 10000 UI/ML,EPOETINE ALFA,SOLUTION INJECTABLE,4000 UI
6118000011446,SEPTIVON,TRICLOCARBAN,SOLUTION MOUSSANTE POUR APPLICATION LOCALE,0.5 %
6118010115769,STATOR 40 MG,SIMVASTATINE,COMPRIME ENROBE,40 MG
6118001182343,TENORDATE,NIFEDIPINE / ATENOLOL,GELULE,20 / 50 MG / MG
6118001160327,INEGY 10MG/10MG,SIMVASTATINE / EZETIMIBE,COMPRIME,10 / 10 MG / MG
6118000130468,LOMET,LANSOPRAZOLE,GELULE,15 MG
6118000140115,BRONCHOFLUIDE SANS SUCRE,CARBOCYSTEINE,SOLUTION BUVABLE,5 %
6118010000409,FACTEUR IX DE COAGULATION HUMAIN-CNTS 50 UI/ML,FACTEUR IX,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,500 UI
6118001120130,VEPESIDE,ETOPOSIDE,SOLUTION POUR PERFUSION,100 MG
6118001030996,AFINITOR 5 MG,EVEROLIMUS,COMPRIME,5 MG
6118010118319,KARDEGIC 75MG,ACIDE ACETYLSALICYLIQUE,POUDRE POUR SOLUTION BUVABLE,75 MG
6118010115332,RAMIPRIL WIN,RAMIPRIL,COMPRIME,5 MG
6118001121366,BETADINE,POLYVIDONE IODEE,GEL,10 %
6118010000829,DILATOR ECOSPRAY,SALBUTAMOL,SUSPENSION POUR INHALATION,100 µG
6118000010869,INTETRIX,TILIQUINOL / TILBROQUINOL,GELULE,50 / 200 MG / MG
6118000270102,ACIDE DEXTROSE EM 80 D2,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118001270583,ONGECIN,GEMCITABINE,POUDRE POUR SOLUTION POUR PERFUSION,1 G
6118001030866,EXELON PATCH 10,RIVASTIGMINE,DISPOSITIF TRANSDERMIQUE,18 MG
6118001151189,VIRAFERONPEG 80 µG,INTERFERON ALFA-2B PEGYLE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,80 µG
6118000090373,GRISEOPHARM,GRISEOFULVINE,COMPRIME,250 MG
6118000250333,PROCTOLOG,TRIMEBUTINE / RUSCOGENINE,SUPPOSITOIRE,0.12 / 0.01 G / G
6118001250660,VELAXOR LP,VENLAFAXINE,GELULE LP,37.5 MG
6118000140061,ARTHRODONT 1 %,ENOXOLONE,PATE DENTAIRE,1 G
6118010121395,ULTIVA 1 MG,REMIFENTANIL,POUDRE POUR PREPARATION INJECTABLE,1 MG
6118001110568,PULPERYL,PROCAINE,SOLUTION POUR APPLICATION LOCALE,4.1 G
6118001050666,BONDRONAT,ACIDE IBANDRONIQUE,COMPRIME ENROBE,50 MG
6118000070719,PRILVAS,ENALAPRIL,COMPRIME SECABLE,5 MG
6118010019173,AERRANE,ISOFLURANE,SOLUTION POUR INHALATION,100 %
6118001121090,MAXILASE,ALFA-AMYLASE,COMPRIME ENROBE,3000 U CEIP
6118001110056,PROSTIGMINE,NEOSTIGMINE,SOLUTION INJECTABLE,0.5 MG
6118000120315,BIOSULIN 30/70 MIXTE,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118010013669,STEROGYL GOUTTES,ERGOCALCIFEROL (VITAMINE D2),SOLUTION POUR GOUTTES BUVABLES,2 MUI
6118010121876,MELOXICAM GT,MELOXICAM,COMPRIME,7.5 MG
6118010024658,MEGASFON,PHLOROGLUCINOL / TRIMETHYLPHLOROGLUCINOL,COMPRIME PELLICULE,80 / 80 MG / MG
6118000120414,MYK,SULCONAZOLE,CREME,1 %
6118000020219,PHENOCILLINE,PHENOXYMETHYLPENICILLINE,COMPRIME SECABLE,1 MUI
6118001183807,RISPERDAL ORO 3MG,RISPERIDONE,COMPRIME ORODISPERSIBLE,3 MG
6118001150830,POLYTAR LIQUIDE,MELANGE DE GOUDRON,SHAMPOOING,1 %
6118001271214,CHONDROSULF 400 MG,CHONDROITINE,GELULE,400 MG
6118000070146,BEMAG,MAGNESIUM / PYRIDOXINE (VITAMINE B6),SOLUTION BUVABLE,0.5 / 0.125 G / G
6118000041320,ADRONAT 70 MG,ALENDRONATE,COMPRIME,70 MG
6118001182770,TAXOL,PACLITAXEL,SOLUTION A DILUER POUR PERFUSION,30 MG
6118000070207,BIOMOX,AMOXICILLINE,COMPRIME DISPERSIBLE,1 G
6118001270248,ACIDE ALENDRONIQUE GT,ALENDRONATE,COMPRIME PELLICULE,70 MG
6118010025716,PROGRAF,TACROLIMUS,GELULE,1 MG
6118001182275,TELEBRIX 30 MEGLUMINE,IOXITALAMATE DE MEGLUMINE,SOLUTION INJECTABLE,19.81 G
6118000090281,DICLO PHARMA 5,DICLOFENAC,COMPRIME GASTRO-RESISTANT,50 MG
6118000240822,TOTIFEN,KETOTIFENE,GELULE,1 MG
6118000091998,MOLGAM 200 MG,ACIDE TIAPROFENIQUE,COMPRIME,200 MG
6118000091899,NAUSELIUM 10 MG,DOMPERIDONE,COMPRIME PELLICULE,10 MG
6118001160211,TIMOPTOL,TIMOLOL,COLLYRE,0.5 %
6118000140085,BRONCHOFLUIDE,CARBOCYSTEINE,SOLUTION BUVABLE,5 %
6118000360032,ALTEC,RAMIPRIL,GELULE,2.5 MG
6118000250463,ZITHROMAX,AZITHROMYCINE,POUDRE POUR SUSPENSION BUVABLE,100 MG
6118010125461,FONGICAN 50 MG,FLUCONAZOLE,GELULE,50 MG
6118000032984,ZYRDOL-GYN,METRONIDAZOLE,OVULE,500 MG
6118000080633,GLUCOPHAGE 850,METFORMINE,COMPRIME PELLICULE,850 MG
6118000241027,ATROPINE PROMOPHARM 1 MG,ATROPINE,SOLUTION INJECTABLE,1 MG
6118000032137,FLUOCARIL BF 250,MONOFLUOROPHOSPHATE DE SODIUM,PATE DENTIFRICE,0.25 G
6118001101252,TRIAXON,CEFTRIAXONE,POUDRE POUR SOLUTION INJECTABLE,250 MG
6118001050499,ROFERON-A,INTERFERON ALFA-2A,PREPARATION INJECTABLE,4.5 MUI
6118000090984,TRIMOX,SULFAMETHOXAZOLE / TRIMETHOPRIME,COMPRIME,400 / 80 MG / MG
6118000280439,CLADIA,CLARITHROMYCINE,COMPRIME ENROBE,500 MG
6118000090304,DURESAN,FUROSEMIDE,COMPRIME,40 MG
6118000020998,RINGER LACTATE SOTHEMA,CHLORURE DE SODIUM / CHLORURE DE POTASSIUM,SOLUTION POUR PERFUSION,0.6 / 0.04 G / G
6118001020997,HAEMACCEL,GELATINE FLUIDE MODIFIEE,SOLUTION POUR PERFUSION,nan nan
6118001120314,NOVOFEM,ESTRADIOL / NORETHISTERONE,COMPRIME PELLICULE,1 / 1 MG / MG
6118001270101,DIALENS,DEXTRAN / CHLORHEXIDINE,COLLYRE,5 / 5 G / MG
6118000020950,GLUCOSE 5% SOTHEMA,GLUCOSE,SOLUTION POUR PERFUSION,5 %
6118000082026,OEDES 20 MG,OMEPRAZOLE,GELULE,20 MG
6118001151011,CARDIJECT,DOBUTAMINE,POUDRE POUR USAGE PARENTERAL,250 MG
6118000220114,LUDIOMIL,MAPROTILINE,COMPRIME PELLICULE,75 MG
6118000091004,TRIMOX FORT,SULFAMETHOXAZOLE / TRIMETHOPRIME,COMPRIME,800 / 160 MG / MG
6118000120681,AMOVAS,AMLODIPINE,COMPRIME,5 MG
6118000180500,TROPHIRES ADULTES,HUILE ESSENTIELLE DEUCALYPTUS / TENOATE DE SODIUM,SUPPOSITOIRE,110 / 285 MG / MG
6118000071297,HIPOTENSIL,CAPTOPRIL,COMPRIME,50 MG
6118000061571,VIRLIX,CETIRIZINE,COMPRIME PELLICULE SECABLE,10 MG
6118000050988,MYCOFLU 150 MG,FLUCONAZOLE,GELULE,150 MG
6118000011484,SPASFON 40 MG,PHLOROGLUCINOL / TRIMETHYLPHLOROGLUCINOL,SOLUTION INJECTABLE,40 / 0.04 MG / MG
6118000040538,MIGRALGINE,PARACETAMOL / CAFEINE,GELULE,400 / 62.5 MG / MG
6118000033110,XERIUM 20 MG,PAROXETINE,COMPRIME SECABLE,20 MG
6118001020928,SYMBICORT TURBUHALER,BUDESONIDE / FORMOTEROL,POUDRE POUR INHALATION,100 / 6 µG / µG
6118000310266,PHARMAFLAM RETARD,DICLOFENAC,COMPRIME LP,100 MG
6118000020301,CORRECTOL,INOSINE MONOPHOSPHATE,COLLYRE,0.1 %
6118000130208,NORMET,ATENOLOL,COMPRIME SECABLE,100 MG
6118001170630,INSPRA 50 MG,EPLERENONE,COMPRIME PELLICULE,50 MG
6118001160112,EZETROL,EZETIMIBE,COMPRIME,10 MG
6118000140344,NOVOCLIN,AMOXICILLINE / ACIDE CLAVULANIQUE,COMPRIME ENROBE,500 / 125 MG / MG
6118000242109,TERFINE 250 MG PROMOPHARM,TERBINAFINE,COMPRIME,250 MG
6118000031611,INDOLAN,INDOMETACINE,SUPPOSITOIRE,50 MG
6118000310495,NEOCLAV 100MG/12.5MG/ML NOURRISSON,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,100 / 12.5 MG / MG
6118000032304,SUPANGINE,CHLORAMPHENICOL / BISMUTH SUCCINATE,SUPPOSITOIRE,125 / 40 MG / MG
6118000160649,EUSAPRIM FORT,SULFAMETHOXAZOLE / TRIMETHOPRIME,COMPRIME SECABLE,800 / 160 MG / MG
6118000180708,ZOPIDOX,ZOLPIDEM,COMPRIME PELLICULE,10 MG
6118000031239,CHLORTETRACYCLINE LAPROPHAN,CHLORTETRACYCLINE,POMMADE OPHTALMIQUE,1 %
6118000010135,ALODONT,CETYLLPYRIDINIUM / CHLOROBUTANOL HEMYDRATE,SOLUTION POUR BAIN DE BOUCHE,5 / 50 MG / MG
6118001030507,VISUDYNE,VERTEPORFINE,POUDRE POUR SOLUTION POUR PERFUSION,15 MG
6118001070756,UMILINE NPH PEN,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118001160273,ZOCOR,SIMVASTATINE,COMPRIME ENROBE GASTRO-RESISTANT,40 MG
6118001080793,LASILIX SPECIAL,FUROSEMIDE,SOLUTION INJECTABLE,250 MG
6118001050031,CELLCEPT,MYCOPHENOLATE MOFETIL,COMPRIME PELLICULE,500 MG
6118000250425,VIBRAMYCINE,DOXYCYCLINE,COMPRIME,100 MG
6118001120956,MODITEN,FLUPHENAZINE,COMPRIME ENROBE,25 MG
6118010125799,SUPPOSEDAL ADULTE,NIAOULI / GRINDELIA / GELSEMIUM,SUPPOSITOIRE,40/40/20 MG / MG / MG
6118000030133,CHLORURE DE SODIUM LAPROPHAN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,0.9 %
6118001220199,HIBOR 2500 UI ANTI XA,BEMIPARINE,SOLUTION INJECTABLE,2500 UI
6118000050797,AERIUS,DESLORATADINE,SIROP,0.5 MG
6118001200641,"INNOHEP 18 000 UI ANTI-XA/0,9 ML",TINZAPARINE,SOLUTION INJECTABLE,18000 UI
6118001030453,CIBACALCINE,CALCITONINE HUMAINE,POUDRE POUR SOLUTION INJECTABLE,0.5 µG
6118001070879,AVONEX 30µG/0.5ML,INTERFERON BETA-1A,SOLUTION INJECTABLE,30 µG
6118000180609,SULPIDAL,SULPIRIDE,GELULE,50 MG
6118001021246,OXAPLATINE MYLAN 5 MG/ML,OXALIPLATINE,POUDRE POUR PERFUSION,50 MG
6118010116902,DUOTRAV,TRAVOPROST / TIMOLOL,COLLYRE,40 / 5 µG / MG
6118000180494,"TOPICORTE 0,25%",DESOXIMETASONE,CREME,0.25 %
6118000050063,OXIDEN,PIROXICAM,SUPPOSITOIRE,20 MG
6118001140602,GAVISCON,ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE,SUSPENSION BUVABLE,500 / 267 MG / MG
6118000012801,PAROXETINE WIN,PAROXETINE,COMPRIME PELLICULE SECABLE,20 MG
6118000280019,LIBRAX,CLIDINIUM / CHLORDIAZEPOXIDE,COMPRIME ENROBE,2.5 / 5 MG / MG
6118001071678,DONZEP 10 MG,DONEPEZIL,COMPRIME PELLICULE,10 MG
6118001150311,TEMGESIC,BUPRENORPHINE,SOLUTION INJECTABLE,0.3 MG/ML
6118000330011,LOSARTAN GT,LOSARTAN,COMPRIME PELLICULE SECABLE,50 MG
6118001150847,POLYTAR AF,GOUDRON / ZINC PYRITHIONE,SHAMPOOING,1 / 1 % / %
6118000092100,VIRECTIL 100 MG,SILDENAFIL,COMPRIME PELLICULE,100 MG
6118000220312,PROCTO GLYVENOL,TRIBENOSIDE / LIDOCAINE,CREME RECTALE,50 / 20 MG / MG
6118001110070,HUMEX COLLUTOIRE,CHLORHYDRATE DE LIDOCAINE / CHLORURE DE BENZALKONIUM,COLLUTOIRE,0.3 / 0.03 G / G
6118001270071,DESOMEDINE,HEXAMIDINE,COLLYRE,0.1 %
6118001150717,PARAGRIPPE,SOUCHE HOMEOPATHIQUE,GLOBULE DOSE,nan nan
6118001142460,WELLBUTRIN XR 150 MG,BUPROPION,COMPRIME PELLICULE LM,150 MG
6118001020638,MARCAINE RACHIANESTHESIE,BUPIVACAINE,SOLUTION INJECTABLE,0.5 %
6118001150724,SEDATIF PC,SOUCHE HOMEOPATHIQUE,COMPRIME,nan nan
6118001170036,ALDACTONE,SPIRONOLACTONE,COMPRIME PELLICULE SECABLE,75 MG
6118000070269,BRONCOLIBER ADULTE,AMBROXOL,SIROP,30 MG
6118000061694,FLAGENTYL,SECNIDAZOLE,COMPRIME PELLICULE SECABLE,500 MG
6118010033216,PRESTOLE,TRIAMTERENE / HYDROCHLOROTHIAZIDE,GELULE,50 / 25 MG / MG
6118000280057,HUMEX RHUME,PARACETAMOL / PSEUDOEPHEDRINE,COMPRIME ET GELULE,1 / 60 G / MG
6118001110445,POSTE PENGHA,IODOFORME,PATE DENTAIRE,15.8 %
6118000220206,VOLTARENE EMULGEL,DICLOFENAC,GEL,1 %
6118001070039,ALMIDE,LODOXAMIDE,COLLYRE,0.1 %
6118000061243,EXACYL,ACIDE TRANEXAMIQUE,COMPRIME PELLICULE,250 MG
6118000011224,PAXELADINE,OXELADINE,SIROP,0.2 %
6118001220144,MAGISTRAL,SALBUTAMOL,SUSPENSION POUR INHALATION BUCCALE,100 µG
6118000070306,CETIRAL,CETIRIZINE,COMPRIME PELLICULE,10 MG
6118001070404,MAXIDROL,DEXAMETHASONE / NEOMYCINE,POMMADE OPHTALMIQUE,0.1 / 350000 G / UI
6118000240815,TONICALCIUM ENFANTS,ASCORBATE DE CALCIUM / ASCORBATE DE LYSINE,SOLUTION BUVABLE,250 / 250 MG / MG
6118001181414,ISKEDYL,DIHYDROERGOTAMINE / RAUBASINE,SOLUTION INJECTABLE,0.3125 / 6.25 MG / MG
6118001100507,OVESTIN,ESTRIOL,OVULE,0.5 MG
6118010125591,DOMPELIUM 1 MG / ML,DOMPERIDONE,SUSPENSION BUVABLE,1 MG/ML
6118001180899,DUROGESIC,FENTANYL,DISPOSITIF TRANSDERMIQUE,50 µG/H
6118000130314,CINABAC,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118001100439,LIVIAL,TIBOLONE,COMPRIME,2.5 MG
6118000250388,VIAGRA,SILDENAFIL,COMPRIME ENROBE,50 MG
6118001101115,CISPLATINE COOPER,CISPLATINE,SOLUTION POUR PERFUSION,50 MG
6118000080138,UROCTAL,NORFLOXACINE,COMPRIME,400 MG
6118001183876,ESTRAPATCH 60 µG/24 HEURES,ESTRADIOL,DISPOSITIF TRANSDERMIQUE,1.90 MG
6118000033196,ASKARDIL 160MG,ACIDE ACETYLSALICYLIQUE,COMPRIME DISPERSIBLE,160 MG
6118000032663,LORCARD,AMLODIPINE,COMPRIME,5 MG
6118000170037,ADALATE RETARD,NIFEDIPINE,COMPRIME LP,20 MG
6118000021773,XEDILOL,CARVEDILOL,COMPRIME SECABLE,25 MG
6118001090242,MYCOSPOR ONYCHOSET,BIFONAZOLE / UREE,POMMADE,0.1 / 4 G / G
6118001150960,MEDIZAPIN 7.5 MG,OLANZAPINE,COMPRIME PELLICULE,7.5 MG
6118000013075,CO-VALSARTAN WIN 160MG/25MG,VALSARTAN / HYDROCHLOROTHIAZIDE,COMPRIME PELLICULE,160 / 25 MG / MG
6118000080534,EUPHON,CODEINE / ERYSIMUM,SIROP,15 / 45 MG / MG
6118001160495,JANUMET,SITAGLIPTINE / METFORMINE,COMPRIME PELLICULE,50 / 1000 MG / MG
6118001121205,NOVOSEVEN 120 KUI *,EPTACOG ALPHA ACTIVE ( R FVII),POUDRE POUR SOLUTION INJECTABLE,2.4 MG
6118000270126,ACIDE EM,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118001150625,WARTEC,PODOPHYLLOTOXINE,CREME,0.15 %
6118000080565,MUXOL,AMBROXOL,SOLUTION BUVABLE,15 MG
6118001181698,MICROPAQUE COLON,SULFATE DE BARYUM,POUDRE RECTALE,369.52 G
